wellLocation,Cycle_Number1,Cycle_Number2,Cycle_Number3,Cycle_Number4,Cycle_Number5,Cycle_Number6,Cycle_Number7,Cycle_Number8,Cycle_Number9,Cycle_Number10,Cycle_Number11,Cycle_Number12,Cycle_Number13,Cycle_Number14,Cycle_Number15,Cycle_Number16,Cycle_Number17,Cycle_Number18,Cycle_Number19,Cycle_Number20,Cycle_Number21,Cycle_Number22,Cycle_Number23,Cycle_Number24,Cycle_Number25,Cycle_Number26,Cycle_Number27,Cycle_Number28,Cycle_Number29,Cycle_Number30,Cycle_Number31,Cycle_Number32,Cycle_Number33,Cycle_Number34,Cycle_Number35
C21,-26.18280956,-17.77596925,-12.51849298,-9.180134465,-8.373307318,-3.512628587,-1.083275371,-1.559158721,4.534577367,1.659684177,4.118309475,3.980580612,5.153052426,7.937487206,4.880526966,5.967388716,9.866074133,8.401086394,5.856335389,7.805139409,9.223440748,5.694008096,7.320703181,4.571250418,6.52898664,4.540961605,1.842031848,2.482332588,0.147618729,-1.554232121,-0.760080954,-1.916607941,-1.057504456,-4.541362134,-6.769512442
D1,-44.2358706,-23.95457305,-8.315034876,-0.738307481,6.62819348,9.927409846,11.32224905,15.86431243,15.14038827,17.96925247,11.2269888,7.871513602,0.437490743,-0.315456288,-3.831397512,-8.854779469,-10.08808351,-9.123654608,-0.190122234,19.83036629,60.99151507,145.2825582,288.7614616,516.0329731,867.883205,1355.067133,1819.360057,2204.608115,2452.346744,2574.515203,2615.740932,2619.336034,2605.323271,2585.859885,2567.700391
D2,-12.899313,-9.282099585,-5.501696299,0.988430966,6.64542755,8.322751044,11.48160382,11.41148902,10.17049218,7.082218515,1.066922294,0.808450812,-1.252173683,-1.46588117,-0.974038431,3.496090117,7.667734329,25.77889882,54.81381012,125.4090973,238.0937716,447.8052198,773.2990181,1211.07492,1649.029552,2039.428163,2323.386308,2492.642828,2579.380236,2617.930544,2630.380777,2630.8605,2625.828149,2616.781933,2605.144523
D3,-20.73122266,-13.25010307,-2.942945452,-1.016851798,4.928793416,7.916410589,9.081344902,8.235063029,7.449603325,5.22309791,3.540866546,0.184062013,2.45175329,4.915055156,-0.01984657,2.159545129,11.83233599,26.88310593,52.58694588,112.39559,210.5699764,394.2031144,679.2473173,1096.814275,1530.8618,1926.160399,2205.708623,2347.435846,2390.892375,2393.31834,2385.162435,2382.479474,2378.589844,2372.422128,2363.600698
D4,-23.01288767,-11.68913243,-5.3938264,2.235418685,5.800847542,4.823897213,9.011116502,9.881143617,6.489633292,4.491584146,6.500598032,2.86455903,1.245226311,3.510763835,-0.704764711,2.721971784,10.89125776,24.49926614,57.52359543,117.129358,214.6525038,397.92746,685.4762536,1110.832769,1558.878654,1982.888845,2302.78134,2492.330395,2577.145593,2602.890595,2601.696622,2593.542149,2584.352073,2575.149695,2567.072021
D5,-39.6954347,-16.45153349,-8.525754562,2.304412025,6.556922401,9.838793796,13.30812981,12.99934984,12.19311464,5.745181579,2.869232285,1.0390688,-0.24565154,2.375921322,-1.972289085,10.26252805,21.16362583,55.70252478,111.1828159,236.8436157,432.1608442,768.5433022,1249.841345,1726.919066,2157.688378,2486.465684,2701.177646,2823.608992,2885.546344,2909.648292,2913.499526,2909.079243,2901.74072,2893.52931,2885.61264
D6,-39.72379774,-15.17902495,-7.208111247,0.23586661,5.426789189,8.724148457,10.09567391,10.79067368,11.54466895,2.48518673,5.544373812,0.601480383,0.118953651,4.665717868,-0.398415041,0.623364042,1.311760706,12.5811577,24.59394558,64.76658108,128.8390702,250.4914113,455.4291642,751.9076323,1196.449619,1647.722428,2061.378999,2363.94426,2541.775653,2627.067797,2659.228338,2665.019053,2658.066518,2643.590185,2627.011127
D7,-25.82481109,-17.41461273,-6.7374995,0.421140107,5.526837647,9.906190565,7.483640505,11.67049656,12.59917728,4.485439019,4.65639354,-2.359898095,1.827753611,0.25000391,-0.820066413,1.323376365,12.12807189,31.21249706,65.89870217,149.2011434,279.8623499,526.4754838,901.3605431,1396.115166,1887.223183,2318.251462,2627.258032,2807.098409,2896.010765,2932.999552,2943.497113,2944.594611,2938.570066,2927.6585,2912.963711
D8,-20.08211141,-11.72437423,-5.217524643,-1.523082709,2.057435881,10.37044806,7.657358624,11.52730757,10.43604602,3.415726248,4.214621798,-0.667559052,2.998293754,-3.128627704,-1.972899475,-4.445067823,-1.066048211,3.596116042,13.96778969,42.82653975,93.07217381,186.9210803,350.6966822,597.8013102,978.3873078,1368.793154,1735.199481,2015.171604,2195.396792,2301.917503,2362.960523,2400.777126,2418.294176,2422.728258,2420.490903
D9,-36.48825003,-14.30759879,-9.96052846,-4.861205089,1.894819892,8.600524129,9.527991801,9.222177792,10.94241835,7.499026628,7.646584957,2.573461397,3.111543865,3.587982575,1.352340136,-1.379730738,-1.43534996,0.29348107,-4.550454438,8.316540491,22.58906178,53.6586875,112.3458887,204.662277,375.0813328,643.0064148,1057.627351,1493.772502,1910.976988,2241.315613,2458.673255,2577.216296,2623.013863,2623.326348,2604.452246
D10,-14.65233962,-12.00047893,-2.302269232,-1.814460117,3.111562823,10.50281135,6.302228184,9.463507372,6.319331379,1.413298316,0.488998791,1.032103171,0.62640313,-2.27016429,-2.252393263,-4.677493116,-3.516499758,-0.837083993,5.599619887,29.72050077,60.06590392,128.5078992,244.7456929,424.9154917,709.3073452,1128.050614,1554.158063,1942.662759,2228.544461,2398.466716,2478.765515,2507.042654,2506.451216,2493.737661,2477.475871
D11,-32.12268934,-15.86643874,-5.394623661,-0.497791014,5.013665477,6.695892988,9.582255631,9.578179989,9.161175542,4.553463268,2.323440823,1.605016093,0.594021655,-0.721907841,-1.605851118,2.755082916,8.109310645,23.3995326,46.08576197,107.7941425,205.4852955,388.8281691,681.0514601,1091.703457,1521.251362,1928.726289,2243.876299,2446.983092,2559.93254,2617.509136,2644.0659,2654.676643,2654.087813,2644.746196,2630.660996
D12,-23.80636946,-13.62272731,-6.814347481,-0.327755024,4.958202952,7.573657072,10.786889,8.162952333,8.227624083,5.313358618,3.770961784,-1.667834352,2.336918197,-1.562565847,-3.173717273,-2.617644201,-0.928281932,6.694350472,22.92236137,56.69581065,122.2156687,235.8394338,436.1850547,730.788601,1160.233706,1596.419307,1996.724602,2295.154237,2479.722392,2580.885877,2629.771513,2651.787295,2655.105979,2648.178044,2635.03037
D13,-6.04408842,-7.457926081,-3.591686995,-0.678193186,3.727060457,8.04570628,8.767924837,6.645700309,5.511089123,5.180431548,5.041390165,1.677932727,1.585367797,2.122464847,0.172502878,0.459051918,12.19004,36.7744084,76.36341184,153.802611,289.0008025,527.6174351,890.227646,1316.943528,1729.19499,2087.840327,2350.992051,2523.569081,2627.368412,2687.907047,2720.051764,2738.941293,2746.450737,2743.269541,2731.603685
D14,-12.363022,-12.02581283,-7.294349785,-0.169741602,6.050369713,5.76777493,7.58994341,9.247971964,7.612601716,7.548644646,6.049486816,4.31970192,-1.402956521,0.792497529,-1.606588315,-3.213954184,2.34111617,15.30878598,35.63851858,77.57517596,156.1335297,302.131872,534.8571442,858.0050036,1281.758951,1674.561297,1997.282379,2215.566539,2339.243897,2401.845128,2428.82835,2440.339381,2440.089411,2431.586456,2419.353809
D15,-13.83097864,-10.32063063,-5.345147699,-3.728880646,4.884247204,3.699943418,15.58177853,10.97552745,7.501822154,7.071851501,7.222826536,0.908736041,-0.886307065,2.818218352,-2.121493673,1.214118302,5.178196923,23.72685279,55.79624904,120.0272182,227.492034,423.1849823,735.344952,1142.887811,1557.121985,1936.740481,2228.709765,2420.420236,2536.15477,2600.96647,2635.600612,2652.037841,2657.447122,2653.215698,2644.387039
D16,-24.77279221,-15.57617975,-3.957722546,-0.180355369,3.751476123,6.442393176,12.46067173,9.217959894,6.72140503,5.506608839,0.799232172,-0.377065708,2.1179611,1.477685923,0.574086244,4.087953646,12.28817901,35.27147024,69.96887256,144.1285186,268.5879694,495.3999499,833.3104806,1240.562861,1633.533143,1973.791083,2222.643667,2383.501953,2476.684958,2530.587895,2555.778828,2568.224371,2571.162543,2564.671195,2550.894937
D17,-37.15899738,-21.8016808,-11.06293147,-0.571857922,7.688029922,14.25231156,14.57864384,10.5666635,12.0709957,2.758165416,5.210679815,1.703596332,-0.403436078,-0.195613256,-4.42333104,-0.785737634,9.17669097,38.07742949,78.62925385,176.6915993,323.9868341,587.026006,941.9578763,1307.260227,1638.52156,1901.941388,2086.16925,2200.623432,2264.962854,2299.892838,2314.932345,2322.230479,2322.251155,2315.226873,2303.150099
D18,-33.23034714,-23.37263331,-16.68233167,-9.721951672,-9.39944578,-5.011012238,-2.448725783,0.28578593,-0.851251321,-1.995394339,0.624353413,3.845153397,5.520009989,8.507022922,5.379661813,8.464215791,4.874160302,9.386323504,6.30094377,7.740785825,6.475495139,6.597164886,4.503679229,2.269591281,2.539934239,4.204452429,1.99509848,-0.303700828,3.605815847,0.058072027,-0.232836164,0.476676135,-0.814188623,-5.301382416,-5.69757198
D19,-24.11896106,-13.97176937,-10.20412129,-9.147953351,-4.455136545,-1.928298351,0.257244381,2.730645467,-0.293168609,3.240952637,4.947377729,4.413130591,8.8708868,5.646208479,6.724630219,8.203308718,7.820193501,6.542798224,9.810474628,10.23490135,4.127145501,3.936176087,1.927262138,5.970254657,5.889258225,4.988922381,2.262039302,2.965036968,2.697372947,-1.07350807,-0.563060373,-3.339370239,-5.915120636,-4.420128968,-6.357865912
D20,-24.68499811,-13.50699675,-9.389026293,-7.330973925,-7.533536227,-1.029183838,-2.057322979,3.307574662,1.745583442,2.238578144,3.134059435,1.174791589,1.971584327,5.451217399,3.107460544,9.191451806,4.958857201,9.370488179,2.696011263,8.311379743,5.237536752,6.222381745,4.528092962,5.987602357,6.418991999,5.673868323,4.479973101,-0.095650607,2.521051986,3.106953123,-1.829845676,-1.096518982,-4.369529626,-5.300902662,-6.061038485
D21,-29.57462405,-18.75448762,-15.0042206,-7.919333019,-8.210728973,-2.321967692,0.249767145,0.235125036,-1.972592049,-0.625462844,1.558464863,1.947951083,3.202105743,4.543835508,5.456283072,7.934976364,6.56626289,8.253283203,6.30341541,7.191081372,4.228174913,5.229671901,5.858497568,7.009767597,2.985240759,5.375994096,1.590954452,4.492335569,1.270840443,3.005164491,-0.001927403,-1.30119336,-2.365255634,-3.413124811,-6.574449692
E1,-65.52990083,-28.89336475,-15.40660036,0.299066247,8.524363489,17.04100122,17.8451952,19.0749363,20.93510445,14.48040158,13.3600012,7.648839352,2.837264917,0.17139485,-4.551907096,-7.004717889,-4.707564633,10.59547665,39.37649651,106.1288619,214.9270482,428.2148473,764.6077606,1233.803931,1713.445246,2153.064852,2482.761657,2685.208145,2792.958447,2838.897073,2854.551145,2853.901909,2847.139351,2833.515868,2816.962937
E2,-21.36597816,-9.741750447,-6.266917287,0.350539248,5.968817649,5.095033643,9.872094342,7.737719475,10.38461426,6.212428552,8.444987062,3.470302452,2.734065548,0.073355496,1.827131245,0.456372442,0.994834253,10.19355031,24.23420452,55.36867268,107.7067224,213.0221184,392.2615841,654.5031577,1080.181809,1527.767117,1954.502198,2272.850896,2451.629862,2520.087285,2532.418382,2524.436207,2513.428013,2500.293298,2488.23109
E3,-8.896296106,-3.388773124,0.944046941,1.878753813,4.693573886,7.319016609,7.58661845,6.815929384,3.845262679,3.046850494,0.617901841,-2.524799328,-3.997991606,-6.193872183,-6.595640068,-4.644775121,6.759117705,20.71661607,51.35391378,112.3214525,218.7494216,411.5176315,726.2008442,1165.880495,1619.136977,2041.82667,2364.911727,2570.929385,2684.310458,2741.452163,2766.26077,2773.836038,2772.160226,2764.190472,2754.539822
E4,-22.833946,-12.54921718,-3.233690984,-1.300105231,5.105820814,8.120009689,7.27246612,10.47305644,10.81895864,3.216806031,6.54774813,0.851680226,-0.316791484,0.458267766,-2.390771768,0.428677795,2.940893516,13.92392556,33.37726949,81.0809573,158.7510716,302.2447753,540.8323421,877.9750037,1351.386262,1808.254273,2196.005288,2451.663007,2580.084701,2625.647322,2633.752735,2627.987843,2618.992025,2609.051429,2599.999818
E5,-23.56254358,-11.98863898,-5.327432411,0.525034517,4.396396568,7.424820337,8.273306015,7.705126875,5.311706614,6.931154396,8.04129145,2.799189974,2.612662327,-1.494431639,3.735713611,0.528546711,7.426655655,23.18420427,48.4829924,105.3765396,201.8077044,381.5055366,683.2776123,1148.804332,1663.161258,2178.899111,2600.670595,2875.921351,3024.270955,3090.950067,3115.420067,3121.452174,3115.762868,3102.374336,3085.345063
E6,-13.1657724,-9.182743402,-4.065729012,1.845218871,4.710866883,5.367680642,5.860133662,7.652927503,11.15817108,5.187256415,3.469793666,4.442035539,-0.587158003,3.024298016,0.154269356,-0.884031721,6.154509951,15.03839874,36.06120015,81.86963096,158.713247,304.862576,553.4283775,908.1212558,1415.473923,1906.97434,2327.648435,2606.418192,2745.911394,2792.688719,2798.665249,2791.178586,2778.137491,2760.779337,2741.814991
E7,-8.422761895,-10.36002171,-4.158387255,-1.669154905,3.673884456,10.15182576,13.19360233,8.309678255,8.108662421,4.83845359,4.852868536,1.401616587,3.226605025,-2.012452354,-1.899249979,-2.738044421,1.699976998,9.496039881,26.22151493,68.44239248,143.2993182,281.9018816,520.2361988,862.4011402,1365.212809,1863.564126,2305.036253,2612.731284,2779.191808,2843.91523,2856.095374,2846.761036,2830.180629,2812.055485,2796.228186
E8,-22.7548079,-10.86194971,-3.635812588,-1.793633704,2.197895764,6.600957934,8.212079046,8.795546313,6.165755936,7.502611703,5.297734831,0.767477415,3.372376337,-0.079154985,1.577186721,0.394502034,1.555244964,11.71650407,28.38087911,56.45849216,113.9074376,222.0108278,405.5080063,676.7521878,1100.071042,1537.477628,1945.882339,2243.485754,2409.155598,2474.309517,2486.151317,2479.096683,2466.195646,2452.705987,2439.483673
E9,-33.50063881,-18.71618095,-8.722248119,0.578525252,2.661247796,6.850360865,11.13640937,7.922863528,7.063237493,4.947634755,10.02172118,0.944449166,1.626835886,-1.174970572,1.074764821,-0.075260757,-1.084155636,6.158490324,13.55763651,43.47340284,84.40982534,173.894794,326.3026168,558.7163586,919.6842289,1416.090868,1894.869249,2302.100661,2588.096938,2753.265843,2837.427321,2872.061918,2878.511395,2867.73506,2851.22721
E10,-10.16621436,-14.97821893,-3.099472787,0.64958958,2.2943852,7.341324922,8.155229386,8.358819805,8.784565915,5.735403308,2.690081164,-2.102888712,3.225554836,0.326634576,-2.163396935,0.188375932,-1.113001462,4.882687088,20.6337559,51.30585003,103.1138656,203.9067837,374.261475,638.4838444,1069.267568,1533.53641,1992.529492,2352.005988,2571.90587,2672.772048,2704.695069,2704.85217,2691.750113,2673.954322,2657.334082
E11,-23.77719522,-14.73811342,-3.238054553,-2.712862706,1.135311365,6.579628043,7.535637885,9.045113059,8.50584839,-0.785969868,7.24169229,5.06717245,0.189394492,0.836342022,2.521483638,-1.938904023,0.014815571,10.03638617,19.45013008,51.69814282,91.9806239,187.9075699,347.7385673,597.7008977,1020.820886,1492.182055,1975.847615,2369.078631,2618.154233,2745.6063,2799.370646,2820.701234,2821.107524,2811.133034,2798.877068
E12,-12.25930349,-16.00369681,-4.759163321,-0.18335804,7.964292542,6.286836034,8.274013561,12.67445153,8.815372408,6.279929899,4.507302556,-0.298342181,1.402291473,0.905072582,0.230754658,7.180367691,18.34925488,49.77373175,107.6414785,222.3910007,403.9339635,716.7122784,1180.944226,1646.497244,2076.180792,2411.899953,2638.822945,2774.653211,2853.39624,2894.179795,2912.60247,2918.758287,2917.323453,2909.481094,2896.652703
E13,-5.317062138,-8.74398939,-3.140549464,-2.199738274,6.005659144,6.868716792,4.432803411,5.202809901,12.55492848,5.302250181,4.79328999,0.95763867,0.399677023,-0.862815847,-1.11387618,6.168076075,6.793256944,25.75879759,58.20954217,129.4270167,241.1841002,452.8220861,787.6547006,1230.893597,1689.827295,2121.552627,2464.853865,2697.438688,2842.640642,2927.094989,2975.720757,3003.041631,3014.432011,3014.413419,3008.031791
E14,-22.5826276,-11.09192957,-4.466989436,-0.238747481,3.541819007,5.968541248,4.736206316,5.834411319,10.46789162,0.122572783,7.063966049,-0.46956129,1.82056149,0.045932514,-2.841976296,2.806796118,4.40371844,10.3265862,27.29851999,70.08069599,130.8860893,260.3786585,469.4160969,764.9353893,1191.399541,1614.021278,1996.278539,2284.020441,2469.537597,2578.95913,2640.90758,2680.24047,2701.8481,2707.211224,2700.84822
E15,-29.51346872,-13.10855478,-6.792193306,-1.26623438,4.438912164,7.223855273,8.227024966,9.456292297,12.36690669,2.27991588,2.583880596,-1.52117383,1.90126607,-2.124585656,-2.054733952,-1.417545024,3.2864274,13.14442971,32.53592319,83.83483428,159.2983376,315.397169,560.1796763,896.9544221,1325.137938,1726.037361,2063.064557,2304.036759,2457.634469,2551.586093,2606.996289,2643.066041,2660.354738,2666.009272,2663.777581
E16,-4.653795763,-4.168503807,-4.022783222,-1.580849233,4.397187889,6.680131075,8.254381558,5.665569283,9.800038241,5.480045871,2.453759384,-1.243141013,-0.99960176,1.392805107,-2.153648348,1.979290507,8.438416148,23.73540325,45.72460236,107.7916382,204.8736051,389.2776339,676.5040725,1074.947811,1498.256412,1911.501545,2253.474189,2495.376389,2649.346574,2744.821639,2803.364068,2843.323195,2864.886347,2871.521114,2867.668072
E17,-19.72424503,-9.639739245,-6.506839964,-1.077962667,4.800207173,7.911687508,7.123082837,9.785771254,13.37342074,7.94980408,3.856756657,2.695902999,-1.494956047,2.258411935,-1.087714476,1.788759467,16.27741716,42.83336475,81.4058072,171.5053225,310.9135606,559.0629696,900.7771685,1258.828317,1590.784213,1864.270997,2060.051472,2184.59327,2259.462034,2302.468026,2326.702973,2339.060623,2342.113243,2336.559684,2326.314419
E18,-37.55561981,-25.10177538,-15.3479352,-11.32117026,-8.067067238,-3.886103416,-0.57761385,-0.446849399,4.5824896,3.003071186,6.499813535,4.828564716,4.42844049,5.757876827,10.17406767,4.462384281,6.842869707,7.461888096,6.349823472,4.04415292,4.554340751,6.37006375,7.187773692,4.797247041,5.143402673,1.776161693,5.693906901,3.600077162,-0.447023033,0.117861153,-1.726524383,-1.909970544,-2.773779321,-2.604336782,-6.357985632
E19,-22.42081818,-13.58169135,-12.53226252,-10.1513899,-5.38732638,0.978004693,-0.297834312,3.637926355,3.062838432,5.030256213,8.420102066,2.798023649,4.887956562,7.034456877,8.700530366,6.739305055,6.833360276,4.434856593,5.864396875,7.191082696,5.158776688,5.141238572,5.46456841,7.745466128,1.993430303,4.659648516,1.598457994,2.196913504,3.644097493,1.499780801,0.14327227,-2.237712004,-2.152396152,-7.752734864,-8.023877372
E20,-30.67758064,-18.10874539,-10.81369239,-10.82594092,-6.72761202,-1.167538016,1.128290373,-2.34831447,2.174733804,2.051679997,6.704336039,2.857261999,5.552847237,4.425639515,4.144286085,7.302698921,7.294630567,5.998827378,6.480498527,7.650409462,6.57418495,5.255491513,7.498554658,6.245569426,2.909322564,4.617791934,1.201363359,4.516182052,2.36448934,-0.260755283,-0.871713767,-5.639797066,-5.078147238,-0.425544531,-4.982127075
E21,-9.627377531,2.069854057,-0.088991311,2.242046882,2.265299528,3.834839567,3.781993725,4.262812344,2.956741011,1.053655995,3.415146127,0.256769429,-2.986659294,0.1392517,2.103293468,0.438358213,-2.135707317,-5.640068368,-9.526713729,-6.676184527,-8.628500442,-9.417891549,-12.19558597,-11.89882367,-14.94919795,-18.30468191,-18.72866236,-22.84875441,-29.91679653,-25.66021096,-31.98538266,-33.19776993,-37.69599282,-37.17072398,-42.53812843
E23,11.6764447,17.20950049,24.95643016,33.78159714,40.18550821,50.49118601,65.17305868,78.68134521,101.9936505,144.8638745,228.3969026,362.700282,596.4205294,1006.661268,1471.889494,1966.017743,2412.82559,2747.675156,2983.29225,3134.402196,3243.018801,3314.114107,3368.266878,3403.530062,3429.560444,3451.590087,3470.464599,3486.161872,3497.078822,3506.914081,3512.299652,3518.077273,3521.774938,3525.008413,3525.252283
E24,-4.803834042,23.86114535,47.91948771,62.56943588,79.60116997,96.51609608,115.6193933,139.5575215,171.6811141,215.6613568,292.2024883,423.397771,647.1619577,1054.06635,1529.049968,2052.545945,2544.566434,2929.077883,3206.940555,3389.408131,3521.852523,3611.797495,3683.892148,3733.407231,3772.46286,3803.490607,3830.121958,3853.102067,3870.537994,3889.145656,3903.696274,3917.751999,3929.68997,3938.378763,3945.206425
F1,-34.28858536,-17.3674006,-7.360071569,-1.637843384,6.431419759,14.068056,19.21616577,20.75727611,16.73143606,10.34173972,4.400032559,1.369669415,-6.559777032,-14.19585019,-19.28658387,-23.50418681,-24.89757461,-20.78296533,-10.28780642,25.64256929,80.16989134,207.9286429,422.4511325,730.9668887,1185.78618,1630.27912,2021.140632,2299.689577,2460.132429,2537.425678,2566.250084,2572.892517,2565.461437,2548.844722,2528.960911
F2,-13.31082245,-8.930431785,-3.379264675,-1.39844925,4.521652943,6.845138328,6.889990577,6.171281429,4.486251467,6.716290675,4.431247071,2.577847743,-1.094906847,1.599699662,0.729042679,3.558558347,10.28376973,24.75869774,56.85965221,110.3007764,211.8795752,391.1799373,683.6454764,1103.883581,1544.185132,1961.071007,2282.150632,2481.28875,2586.192135,2632.906905,2652.150744,2657.441591,2655.341277,2646.718898,2633.828866
F3,-18.39232244,-10.08872731,-4.342439194,1.890556017,2.302324067,7.923412854,9.055754099,7.061446154,6.560446157,3.524441242,5.072682682,0.303402605,2.741492379,-0.916747156,0.693950262,-1.61468132,5.610652405,21.40031211,49.95539655,116.7346612,214.1885064,416.1379932,738.6004461,1197.457927,1679.555141,2133.148877,2475.253159,2682.214913,2786.073341,2833.6416,2853.341589,2860.70066,2858.668167,2849.480314,2837.31376
F4,-27.44311528,-12.39242695,-3.212381358,2.388161563,5.020833758,9.570462374,11.27485601,7.955935826,6.963670697,4.562545616,2.543086539,-1.840574569,-3.779944687,-5.581320903,-6.870535879,-7.413625858,1.592886031,9.332142165,36.3759018,92.91797414,185.8530043,362.0589421,647.8811885,1093.090215,1584.964651,2077.630648,2476.824103,2730.512704,2855.920101,2900.936964,2903.877595,2894.938919,2880.453533,2866.989068,2852.998795
F5,-8.590242828,-6.98743286,-3.871369771,3.936226277,4.807589453,7.217137894,5.228752368,6.062910038,4.846273369,2.169017211,3.055574657,2.11194312,1.325927354,2.81643686,-4.113153041,-0.871735465,4.5505198,11.57032024,25.07748346,61.84426921,116.4987995,231.7192299,425.9940672,715.0790627,1174.970762,1660.605241,2127.716456,2483.182697,2693.981577,2788.656522,2818.69528,2819.911581,2809.931385,2795.906595,2783.278648
F6,-22.30717448,-14.37998632,-5.130185623,0.436089115,1.667502033,9.891049337,8.110439272,8.205657351,7.098194616,5.406213453,7.013262798,1.974189532,-0.257836819,2.660114274,-0.909251311,-1.085575284,3.460173917,9.572059178,21.89389934,53.40890418,105.7914394,214.8406929,402.440542,682.8245818,1143.988747,1644.329635,2141.255178,2534.771829,2784.22255,2915.84015,2974.188088,2995.902267,2999.507827,2993.573966,2985.672584
F7,-14.17695235,-8.805170404,-3.372685724,-0.070811877,3.768608421,8.561658121,9.292235124,8.317982383,9.000091718,3.739589063,1.374302014,0.72174487,-0.582890973,-4.604009029,-2.317929694,2.680826436,10.56957962,33.33554579,68.07086929,151.285425,282.3636046,526.8038276,904.3988108,1381.057028,1852.885321,2269.758756,2584.8995,2786.296327,2907.056131,2971.505761,3004.790832,3017.907642,3019.656538,3011.625487,2999.836232
F8,-54.99264596,-21.68065131,-8.993458938,-2.086032762,8.542802648,10.72117633,11.04079776,13.18663252,11.02869971,5.356693611,3.757141282,2.788581059,3.088108033,1.31057127,-0.488326275,-1.281841969,6.036677524,21.41387441,47.99771588,112.1951185,213.092322,406.9247029,714.9048483,1131.384106,1559.681479,1958.969683,2262.826027,2457.66346,2563.783036,2615.888003,2636.395331,2640.841346,2638.393067,2626.950888,2611.504711
F9,-22.60626961,-10.27730798,-3.515768573,2.319694504,2.67256543,4.682231082,11.12087829,6.548927848,5.969435302,5.475644493,5.223118206,-0.426857175,0.426561112,1.351951162,-4.33673843,-1.511427709,-3.293136404,4.749263553,9.928366785,38.72930227,70.64898229,149.8856426,290.6095991,503.7638378,837.3221582,1310.48097,1770.309744,2158.805491,2417.341981,2550.00084,2601.999066,2615.788236,2610.134546,2594.826086,2575.3406
F10,-26.21088612,-17.54690175,-6.826747192,-0.496578119,4.130107556,9.236452582,8.599456693,9.042233218,7.247822387,5.978139454,6.154826561,2.757883033,-2.096129232,0.566199378,1.003273197,-1.693544902,0.029447471,2.853961234,17.13389598,43.03156416,87.39883054,178.5637495,335.3243055,573.6736371,979.9963403,1433.736353,1906.617683,2298.955021,2561.094888,2701.019467,2761.666623,2778.139262,2773.282995,2758.082858,2741.874412
F11,-13.57894585,-7.406022753,-3.33693163,-0.327765518,-1.416278849,9.816071255,10.71596298,8.669415132,10.70204988,4.516716986,3.626698661,-0.892450455,2.835489791,-1.939125298,-0.334209254,6.265200866,11.66324843,34.43142585,73.64721917,161.6313823,288.1301067,532.6777244,918.8740792,1403.63177,1878.650584,2292.183514,2595.400725,2781.799316,2889.817599,2947.788675,2978.305929,2990.836592,2991.860195,2984.685571,2973.154184
F12,-8.626289122,-8.56160653,-2.887109226,0.788213936,5.795626498,5.184691612,10.0847795,7.099954797,5.659634374,4.860410978,2.957425963,-0.627954528,0.952535862,2.636879924,3.528339818,4.3977296,8.492403839,32.21317754,71.52683608,155.486523,285.602419,524.2965953,896.7458202,1355.335554,1796.074986,2168.217256,2427.016364,2576.480402,2654.720085,2689.990836,2704.486999,2706.629629,2703.56976,2693.430261,2680.426223
F13,9.681771158,-5.990124217,-5.103479211,1.206571187,3.144217046,7.064819182,10.69886425,9.563283392,10.01692037,3.341336983,1.281107593,0.875770423,2.033275697,0.258001565,-0.777462282,-1.274683616,6.334127242,20.42657366,42.62616825,102.761574,198.2340274,382.9582876,678.4283259,1127.406762,1622.150243,2125.894494,2553.253315,2858.11206,3047.737045,3158.12486,3221.51641,3258.307056,3274.071816,3272.016845,3261.244741
F14,18.08470012,-1.353813266,-1.591025245,-2.373946377,-1.635588632,5.157581342,8.95748334,7.203350965,6.188313007,8.414048063,7.249987817,1.330164587,-1.682188518,3.877236012,-2.845305043,2.286820406,2.095985641,7.360388507,24.28966713,56.87293083,110.339491,218.3075355,404.223121,682.3501318,1104.552456,1542.30039,1961.963947,2289.367407,2508.164465,2638.420174,2713.455503,2756.085618,2775.408663,2776.805834,2767.760368
F15,2.6891832,-5.833401988,-1.401495601,-0.71225526,2.849774527,7.289324957,6.711652994,4.803316684,5.629139321,4.557481389,4.222547257,1.073137536,-0.318966766,1.313726504,-5.096453546,-0.255968734,-3.595603616,8.129104472,18.24860965,49.37790155,103.0467816,204.8470845,386.8359342,644.8161622,1050.045844,1475.526446,1893.623455,2232.164796,2470.923465,2620.917472,2713.627599,2770.138501,2799.606645,2806.447991,2799.931041
F16,-16.39805569,-12.18878894,-7.140100772,-1.25825009,4.375553369,7.441933886,10.00379768,6.42521049,11.45632124,6.620962541,4.782637866,0.804157964,1.014209289,2.773181561,-3.23208187,-2.367484568,6.728022617,23.78684509,48.96980206,107.2469685,207.9109888,395.1847892,688.8216165,1111.806861,1553.809582,1973.865311,2304.901944,2526.933664,2657.368622,2728.709505,2765.070389,2785.385254,2791.171663,2786.811032,2776.925696
F17,9.462240545,22.44570615,26.85863139,35.81150852,46.01161259,51.58549164,54.0948116,56.21674771,66.47782647,66.62438056,69.61401768,71.79230642,78.43142943,80.40912352,82.89756858,85.36667798,87.43994151,87.65842361,89.98527822,96.19273283,96.25045571,98.06334664,103.5413957,98.43992065,104.8549795,107.1316583,107.8203787,111.5819395,112.7540644,114.3401179,116.067916,119.442534,123.650983,121.9441207,123.5295834
